Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Month,Sales_Per_Unit
Ord100068,2025-02-25,Cust5871,Customer_335,39.0,Female,Delhi,Chair,Furniture,5,27366.58,136832.9,February,27366.579999999998
Ord100069,2025-06-24,Cust9869,Customer_394,40.0,Female,Hyderabad,Book,Education,5,41282.63,206413.15,June,41282.63
Ord100070,2025-08-15,Cust9017,Customer_51,26.0,Female,Delhi,Book,Education,8,13645.41,109163.28,August,13645.41
Ord100071,2025-10-21,Cust1808,Customer_150,56.0,Male,Patna,Chair,Furniture,8,27337.64,218701.12,October,27337.64
Ord100072,2025-08-25,Cust2565,Customer_360,52.0,Female,Hyderabad,Shoes,Fashion,5,29219.72,146098.6,August,29219.72
Ord100073,2025-06-19,Cust4958,Customer_160,45.0,Male,Gaya,Rice,Grocery,3,8572.65,25717.95,June,8572.65
Ord100074,2025-12-04,Cust7587,Customer_223,27.0,Male,Pune,Laptop,Electronics,9,45419.62,408776.58,December,45419.62
Ord100075,2025-03-30,Cust2157,Customer_31,58.0,Male,Unknown,Mobile,Electronics,4,21599.26,86397.04,March,21599.26
Ord100076,2025-12-30,Cust8430,Customer_277,45.0,Male,Gaya,Laptop,Electronics,2,8883.45,17766.9,December,8883.45
Ord100077,2025-12-27,Cust1956,Customer_317,22.0,Female,Bengaluru,Shoes,Fashion,9,12290.45,110614.05,December,12290.45
Ord100078,2025-04-14,Cust9846,Customer_298,58.0,Female,Patna,Book,Education,6,10784.64,64707.84,April,10784.64
Ord100079,2026-01-01,Cust4706,Customer_34,62.0,Female,Delhi,Rice,Grocery,1,35862.34,35862.34,January,35862.34
Ord100080,2025-08-21,Cust5607,Customer_265,61.0,Female,Gaya,Rice,Grocery,1,13129.64,13129.64,August,13129.64
Ord100081,2025-03-05,Cust8211,Customer_62,19.0,Female,Gaya,Chair,Furniture,9,45747.37,411726.33,March,45747.37
Ord100082,2025-09-01,Cust5367,Customer_499,25.0,Female,Hyderabad,Book,Education,6,5849.89,35099.34,September,5849.889999999999
Ord100083,2025-01-06,Cust8346,Customer_384,30.0,Male,Hyderabad,Laptop,Electronics,9,48845.5,439609.5,January,48845.5
Ord100084,2025-10-24,Cust7484,Customer_478,36.0,Male,Gaya,Book,Education,9,24828.05,223452.45,October,24828.050000000003
Ord100085,2025-03-07,Cust7911,Customer_7,59.0,Male,Delhi,Mobile,Electronics,8,17841.4,142731.2,March,17841.4
Ord100086,2025-08-24,Cust4229,Customer_234,51.0,Male,Hyderabad,Book,Education,10,13662.66,136626.6,August,13662.66
Ord100087,2025-03-17,Cust2290,Customer_195,56.0,Male,Mumbai,Book,Education,4,12169.49,48677.96,March,12169.49
Ord100088,2025-12-17,Cust1246,Customer_165,59.0,Female,Kolkata,Mobile,Electronics,6,349.06,2094.36,December,349.06
Ord100089,2025-04-16,Cust3689,Customer_179,44.0,Female,Delhi,Laptop,Electronics,8,20498.74,163989.92,April,20498.74
Ord100090,2025-10-29,Cust7476,Customer_45,21.0,Female,Hyderabad,Book,Education,9,13111.39,118002.51,October,13111.39
Ord100091,2025-12-15,Cust7037,Customer_45,34.0,Male,Mumbai,Rice,Grocery,9,45000.49,405004.41,December,45000.49
Ord100092,2025-12-24,Cust8578,Customer_154,48.0,Male,Kolkata,Laptop,Electronics,2,3455.06,6910.12,December,3455.06
Ord100093,2025-04-28,Cust6618,Customer_311,19.0,Male,Pune,Shoes,Fashion,8,28874.64,230997.12,April,28874.64
Ord100094,2025-11-07,Cust4650,Customer_370,32.0,Male,Delhi,Shoes,Fashion,3,47917.49,143752.47,November,47917.49
Ord100095,2025-02-19,Cust5091,Customer_375,47.0,Male,Bengaluru,Rice,Grocery,10,21399.51,213995.1,February,21399.510000000002
Ord100096,2025-05-31,Cust2190,Customer_318,38.0,Male,Hyderabad,Rice,Grocery,5,15127.88,75639.4,May,15127.88
Ord100097,2025-11-12,Cust7277,Customer_320,62.0,Female,Mumbai,Shoes,Fashion,7,41677.34,291741.38,November,41677.340000000004
Ord100098,2025-01-22,Cust8623,Customer_84,32.0,Male,Hyderabad,Mobile,Electronics,10,40745.55,407455.5,January,40745.55
Ord100099,2025-02-13,Cust5232,Customer_395,54.0,Male,Gaya,Mobile,Electronics,2,31217.12,62434.24,February,31217.12
Ord100100,2025-11-02,Cust7462,Customer_379,41.0,Male,Patna,Laptop,Electronics,5,553.62,2768.1,November,553.62
Ord100101,2025-10-05,Cust7588,Customer_67,47.0,Male,Pune,Rice,Grocery,4,6974.66,27898.64,October,6974.66
Ord100102,2025-12-19,Cust5005,Customer_176,20.0,Female,Kolkata,Book,Education,9,19437.88,174940.92,December,19437.88
Ord100103,2025-01-14,Cust3210,Customer_15,43.0,Female,Mumbai,Laptop,Electronics,9,13617.93,122561.37,January,13617.93
Ord100104,2025-12-12,Cust5926,Customer_308,54.0,Male,Gaya,Chair,Furniture,8,38897.58,311180.64,December,38897.58
Ord100105,2025-11-23,Cust3809,Customer_394,44.0,Female,Gaya,Book,Education,6,8547.07,51282.42,November,8547.07
Ord100106,2025-10-26,Cust2079,Customer_35,44.0,Male,Mumbai,Chair,Furniture,7,46263.01,323841.07,October,46263.01
Ord100107,2025-08-09,Cust4881,Customer_389,32.0,Male,Patna,Book,Education,2,2814.55,5629.1,August,2814.55
Ord100108,2025-03-20,Cust6707,Customer_420,33.0,Male,Pune,Mobile,Electronics,8,41112.05,328896.4,March,41112.05
Ord100109,2025-09-18,Cust2796,Customer_471,29.0,Male,Patna,Book,Education,4,36826.88,147307.52,September,36826.88
Ord100110,2025-10-15,Cust5524,Customer_154,44.0,Male,Hyderabad,Chair,Furniture,3,42806.52,128419.56,October,42806.52
Ord100111,2025-09-04,Cust9882,Customer_103,28.0,Female,Kolkata,Laptop,Electronics,6,5533.0,33198.0,September,5533.0
Ord100112,2025-03-01,Cust3001,Customer_341,32.0,Male,Gaya,Laptop,Electronics,3,2638.97,7916.91,March,2638.97
Ord100113,2025-01-17,Cust5433,Customer_355,49.0,Male,Delhi,Book,Education,4,25002.72,100010.88,January,25002.72
Ord100114,2025-07-11,Cust3794,Customer_315,35.0,Female,Hyderabad,Book,Education,10,10391.75,103917.5,July,10391.75
Ord100115,2025-09-09,Cust2345,Customer_302,48.0,Male,Bengaluru,Book,Education,10,22437.16,224371.6,September,22437.16
Ord100116,2025-02-13,Cust8316,Customer_121,63.0,Female,Hyderabad,Laptop,Electronics,9,41053.56,369482.04,February,41053.56
Ord100117,2025-03-27,Cust9354,Customer_241,46.0,Female,Patna,Rice,Grocery,2,21391.19,42782.38,March,21391.19
Ord100118,2025-09-18,Cust2871,Customer_8,33.0,Female,Delhi,Chair,Furniture,4,36875.19,147500.76,September,36875.19
Ord100119,2025-04-10,Cust7341,Customer_457,49.0,Female,Hyderabad,Mobile,Electronics,4,41640.74,166562.96,April,41640.74
Ord100050,2025-01-22,Cust3194,Customer_114,34.0,Male,Kolkata,Book,Education,2,25795.55,51591.1,January,25795.55
Ord100121,2025-05-19,Cust9563,Customer_166,24.0,Male,Gaya,Book,Education,8,4391.72,35133.76,May,4391.72
Ord100122,2025-12-22,Cust2286,Customer_298,39.0,Female,Patna,Laptop,Electronics,2,18152.14,36304.28,December,18152.14
Ord100123,2025-11-20,Cust2423,Customer_376,23.0,Male,Hyderabad,Mobile,Electronics,7,16254.12,113778.84,November,16254.119999999999
Ord100124,2025-07-08,Cust2378,Customer_95,53.0,Male,Hyderabad,Shoes,Fashion,5,3805.27,19026.35,July,3805.2699999999995
Ord100125,2025-01-14,Cust6995,Customer_374,33.0,Male,Hyderabad,Book,Education,7,46489.41,325425.87,January,46489.409999999996
Ord100126,2025-06-13,Cust3677,Customer_459,34.0,Female,Patna,Shoes,Fashion,1,17041.21,17041.21,June,17041.21
Ord100127,2025-01-14,Cust6627,Customer_353,57.0,Male,Patna,Rice,Grocery,6,41494.43,248966.58,January,41494.43
Ord100128,2025-12-04,Cust6238,Customer_258,55.0,Male,Gaya,Rice,Grocery,10,25930.1,259301.0,December,25930.1
Ord100129,2025-03-04,Cust8352,Customer_400,44.0,Male,Gaya,Laptop,Electronics,8,26281.83,210254.64,March,26281.83
Ord100130,2025-03-09,Cust2870,Customer_495,33.0,Male,Patna,Mobile,Electronics,8,21833.32,174666.56,March,21833.32
Ord100131,2025-11-29,Cust4751,Customer_260,20.0,Male,Patna,Rice,Grocery,6,40577.1,243462.6,November,40577.1
Ord100132,2025-01-17,Cust7031,Customer_224,37.0,Female,Gaya,Shoes,Fashion,5,39039.96,195199.8,January,39039.96
Ord100133,2025-03-25,Cust8366,Customer_355,65.0,Female,Bengaluru,Book,Education,10,29902.97,299029.7,March,29902.97
Ord100134,2025-02-10,Cust2863,Customer_375,34.0,Female,Patna,Mobile,Electronics,7,18967.46,132772.22,February,18967.46
Ord100135,2025-03-10,Cust8298,Customer_489,45.0,Female,Delhi,Mobile,Electronics,10,42943.17,429431.7,March,42943.17
Ord100136,2025-03-21,Cust9577,Customer_302,46.0,Male,Mumbai,Laptop,Electronics,6,24216.91,145301.46,March,24216.91
Ord100137,2025-05-30,Cust3054,Customer_96,28.0,Female,Mumbai,Chair,Furniture,9,7093.9,63845.1,May,7093.9
Ord100138,2025-11-27,Cust6791,Customer_430,22.0,Female,Pune,Chair,Furniture,5,29748.17,148740.85,November,29748.170000000002
Ord100139,2025-09-18,Cust7062,Customer_92,52.0,Male,Bengaluru,Laptop,Electronics,8,22563.72,180509.76,September,22563.72
Ord100140,2025-04-04,Cust6625,Customer_121,18.0,Male,Hyderabad,Mobile,Electronics,7,17321.68,121251.76,April,17321.68
Ord100141,2025-01-25,Cust4824,Customer_98,24.0,Male,Gaya,Laptop,Electronics,9,25138.42,226245.78,January,25138.42
Ord100142,2025-07-31,Cust1339,Customer_107,54.0,Male,Kolkata,Book,Education,6,33887.35,203324.1,July,33887.35
Ord100143,2025-03-05,Cust1113,Customer_104,33.0,Female,Gaya,Shoes,Fashion,6,30177.21,181063.26,March,30177.210000000003
Ord100144,2025-06-30,Cust4034,Customer_271,32.0,Female,Kolkata,Mobile,Electronics,3,28572.4,85717.2,June,28572.399999999998
Ord100145,2025-12-06,Cust6997,Customer_244,28.0,Male,Gaya,Mobile,Electronics,4,6898.4,27593.6,December,6898.4
Ord100146,2025-03-12,Cust2480,Customer_491,59.0,Female,Gaya,Shoes,Fashion,1,20740.93,20740.93,March,20740.93
Ord100147,2025-06-08,Cust9450,Customer_230,18.0,Male,Bengaluru,Laptop,Electronics,3,37576.35,112729.05,June,37576.35
Ord100148,2025-07-07,Cust8408,Customer_249,51.0,Female,Delhi,Mobile,Electronics,6,20416.04,122496.24,July,20416.04
Ord100149,2025-09-17,Cust7178,Customer_478,64.0,Male,Bengaluru,Chair,Furniture,2,8092.78,16185.56,September,8092.78
Ord100150,2025-04-01,Cust4132,Customer_47,41.0,Female,Unknown,Chair,Furniture,4,1973.64,7894.56,April,1973.64
Ord100151,2025-09-13,Cust4829,Customer_202,19.0,Female,Mumbai,Shoes,Fashion,8,41749.55,333996.4,September,41749.55
Ord100152,2025-02-08,Cust5188,Customer_286,53.0,Male,Gaya,Laptop,Electronics,9,48833.27,439499.43,February,48833.27
Ord100153,2025-06-26,Cust1928,Customer_17,30.0,Female,Mumbai,Mobile,Electronics,7,48642.53,340497.71,June,48642.530000000006
Ord100154,2025-10-26,Cust3887,Customer_371,56.0,Female,Mumbai,Laptop,Electronics,4,42299.16,169196.64,October,42299.16
Ord100155,2025-03-18,Cust5211,Customer_215,53.0,Female,Patna,Book,Education,5,38233.51,191167.55,March,38233.509999999995
Ord100156,2025-07-22,Cust2236,Customer_173,64.0,Male,Pune,Mobile,Electronics,4,6502.53,26010.12,July,6502.53
Ord100157,2025-03-11,Cust5375,Customer_265,60.0,Male,Bengaluru,Book,Education,2,18293.96,36587.92,March,18293.96
Ord100158,2025-08-31,Cust4137,Customer_221,36.0,Male,Gaya,Mobile,Electronics,2,40810.01,81620.02,August,40810.01
Ord100159,2025-02-16,Cust5113,Customer_271,30.0,Female,Kolkata,Mobile,Electronics,7,28469.0,199283.0,February,28469.0
Ord100160,2025-09-20,Cust7263,Customer_120,55.0,Male,Hyderabad,Chair,Furniture,10,1085.13,10851.3,September,1085.1299999999999
Ord100161,2025-10-22,Cust2562,Customer_280,65.0,Male,Bengaluru,Rice,Grocery,3,145.78,437.34,October,145.78
Ord100162,2025-06-03,Cust9297,Customer_488,27.0,Female,Kolkata,Mobile,Electronics,9,22636.01,203724.09,June,22636.01
Ord100163,2025-11-04,Cust2295,Customer_319,57.0,Male,Mumbai,Book,Education,6,39830.65,238983.9,November,39830.65
Ord100164,2025-01-07,Cust3839,Customer_274,61.0,Male,Bengaluru,Mobile,Electronics,10,41054.72,410547.2,January,41054.72
Ord100165,2026-01-01,Cust8010,Customer_187,41.0,Female,Hyderabad,Rice,Grocery,4,35300.11,141200.44,January,35300.11
Ord100166,2025-10-20,Cust9008,Customer_279,54.0,Female,Hyderabad,Book,Education,5,25053.25,125266.25,October,25053.25
Ord100167,2025-09-04,Cust3714,Customer_295,37.0,Female,Patna,Rice,Grocery,7,23674.97,165724.79,September,23674.97
Ord100168,2025-03-03,Cust5036,Customer_468,32.0,Male,Patna,Chair,Furniture,8,37436.26,299490.08,March,37436.26
Ord100169,2025-08-06,Cust1479,Customer_375,35.0,Female,Bengaluru,Chair,Furniture,10,31730.57,317305.7,August,31730.57
Ord100170,2025-04-04,Cust9875,Customer_6,49.0,Male,Bengaluru,Laptop,Electronics,4,30139.27,120557.08,April,30139.27
Ord100171,2025-01-20,Cust3522,Customer_67,24.0,Male,Bengaluru,Chair,Furniture,3,10289.67,30869.01,January,10289.67
Ord100172,2025-05-10,Cust4062,Customer_23,56.0,Female,Mumbai,Chair,Furniture,1,8906.18,8906.18,May,8906.18
Ord100173,2025-01-26,Cust4009,Customer_273,18.0,Male,Hyderabad,Rice,Grocery,2,21856.64,43713.28,January,21856.64
Ord100174,2025-04-08,Cust4685,Customer_22,35.0,Male,Gaya,Rice,Grocery,9,26781.39,241032.51,April,26781.39
Ord100175,2025-06-07,Cust3564,Customer_267,41.0,Male,Patna,Rice,Grocery,9,49390.42,444513.78,June,49390.420000000006
Ord100176,2025-01-11,Cust8722,Customer_475,21.0,Male,Mumbai,Laptop,Electronics,9,21792.76,196134.84,January,21792.76
Ord100177,2025-06-04,Cust3602,Customer_295,54.0,Male,Pune,Mobile,Electronics,4,16850.46,67401.84,June,16850.46
Ord100178,2025-06-21,Cust9812,Customer_333,20.0,Female,Pune,Mobile,Electronics,2,14098.13,28196.26,June,14098.13
Ord100179,2025-07-01,Cust4747,Customer_193,44.0,Male,Gaya,Mobile,Electronics,3,34033.11,102099.33,July,34033.11
Ord100180,2025-03-05,Cust1766,Customer_319,27.0,Male,Kolkata,Laptop,Electronics,5,1423.81,7119.05,March,1423.81
Ord100181,2025-10-31,Cust3366,Customer_363,55.0,Male,Delhi,Rice,Grocery,8,29735.57,237884.56,October,29735.57
Ord100182,2025-01-26,Cust1215,Customer_19,35.0,Male,Gaya,Chair,Furniture,7,1481.0,10367.0,January,1481.0
Ord100183,2025-11-14,Cust3508,Customer_163,60.0,Female,Pune,Laptop,Electronics,8,23129.36,185034.88,November,23129.36
Ord100184,2025-10-24,Cust5988,Customer_266,43.0,Male,Kolkata,Chair,Furniture,2,44336.38,88672.76,October,44336.38
Ord100185,2025-01-15,Cust3662,Customer_223,34.0,Female,Hyderabad,Laptop,Electronics,5,2983.97,14919.85,January,2983.9700000000003
Ord100186,2025-03-08,Cust3397,Customer_101,44.0,Male,Gaya,Chair,Furniture,3,8820.55,26461.65,March,8820.550000000001
Ord100187,2025-05-13,Cust4777,Customer_233,60.0,Female,Gaya,Laptop,Electronics,1,21001.73,21001.73,May,21001.73
Ord100188,2025-04-27,Cust9059,Customer_288,33.0,Male,Delhi,Laptop,Electronics,9,16767.5,150907.5,April,16767.5
Ord100189,2025-06-26,Cust5600,Customer_176,27.0,Male,Bengaluru,Rice,Grocery,3,47959.38,143878.14,June,47959.380000000005
Ord100190,2025-09-08,Cust7574,Customer_66,43.0,Female,Delhi,Chair,Furniture,5,7642.84,38214.2,September,7642.839999999999
Ord100191,2025-11-27,Cust1436,Customer_144,60.0,Female,Delhi,Laptop,Electronics,10,1959.05,19590.5,November,1959.05
Ord100192,2025-02-26,Cust3625,Customer_382,55.0,Female,Kolkata,Mobile,Electronics,4,26460.39,105841.56,February,26460.39
Ord100193,2025-06-05,Cust5168,Customer_295,25.0,Male,Hyderabad,Laptop,Electronics,6,9132.85,54797.1,June,9132.85
Ord100194,2025-06-13,Cust6821,Customer_73,24.0,Male,Pune,Book,Education,8,34260.45,274083.6,June,34260.45
Ord100195,2025-08-06,Cust6228,Customer_466,41.0,Female,Pune,Book,Education,4,22321.8,89287.2,August,22321.8
Ord100196,2025-11-19,Cust3002,Customer_57,61.0,Male,Mumbai,Book,Education,8,27492.16,219937.28,November,27492.16
Ord100197,2025-10-26,Cust3685,Customer_94,23.0,Female,Delhi,Chair,Furniture,1,35489.21,35489.21,October,35489.21
Ord100198,2025-02-08,Cust3417,Customer_102,36.0,Male,Patna,Laptop,Electronics,8,31510.55,252084.4,February,31510.55
Ord100199,2025-01-04,Cust7187,Customer_149,38.0,Male,Patna,Mobile,Electronics,1,16633.85,16633.85,January,16633.85
Ord100200,2025-02-24,Cust2953,Customer_435,41.0,Female,Kolkata,Rice,Grocery,8,27608.55,220868.4,February,27608.55
Ord100201,2025-12-23,Cust2779,Customer_336,44.0,Female,Patna,Rice,Grocery,7,25521.26,178648.82,December,25521.260000000002
Ord100202,2025-02-26,Cust6564,Customer_216,59.0,Female,Patna,Mobile,Electronics,4,35658.89,142635.56,February,35658.89
Ord100203,2025-03-10,Cust4996,Customer_449,61.0,Female,Hyderabad,Laptop,Electronics,8,18088.02,144704.16,March,18088.02
Ord100204,2025-12-16,Cust2428,Customer_127,52.0,Female,Mumbai,Book,Education,3,16041.29,48123.87,December,16041.29
Ord100205,2025-02-26,Cust2448,Customer_444,59.0,Female,Kolkata,Chair,Furniture,9,16533.74,148803.66,February,16533.74
Ord100206,2025-03-09,Cust1049,Customer_243,55.0,Female,Hyderabad,Book,Education,1,16714.64,16714.64,March,16714.64
Ord100207,2025-08-30,Cust9728,Customer_338,45.0,Male,Gaya,Rice,Grocery,4,46356.08,185424.32,August,46356.08
Ord100208,2025-02-25,Cust6932,Customer_304,31.0,Male,Kolkata,Shoes,Fashion,8,2636.28,21090.24,February,2636.28
Ord100209,2025-04-05,Cust9159,Customer_12,40.0,Female,Kolkata,Mobile,Electronics,6,34808.76,208852.56,April,34808.76
Ord100210,2025-08-25,Cust6518,Customer_410,44.0,Female,Hyderabad,Shoes,Fashion,10,17713.87,177138.7,August,17713.870000000003
Ord100211,2025-04-16,Cust4756,Customer_15,55.0,Female,Bengaluru,Book,Education,3,4421.33,13263.99,April,4421.33
